,Content
1507,"what is difficult is, assigning new admin. staff for a campus, equip it with all resources and make it ready to tst9bel new students, so for now im sure we 100% doomed unless we do something real, not virtually commenting......."
1508,Kifeh something real bs7
1509,"greve i suggest (could not happen earlier than entry day), or a pro statement as imene said"
1510,In my opinion I think we put pressure on the school (since we have contact with them) then they will just how serious we are and they can contact anyone the minster the director of that shit dou or anything
1511,aggreeing that none goes to i9ama will never be a solution (idr who suggested this)
1512,i agree
1513,We just write an email with the content that we will not study and there is no individual rooms in the campus as simple as that
1514,How to put pressure on them?
1515,Cuz les premières années+ les maths+ some of our promo will definitely go
1516,Easy we send emails
1517,Also they can't run away like we can't do anything related to campus.. when guessoum used to be the director he was asking and he fixed some issues
1518,Mais je pense l'administration t3 l'école Galt ma3dha ma dakhlha non ?
1519,The problem is that lbachir is not responding
1520,"Tbanli naba3to something official l dou wal minister kima 9alate imene, wnzido maba3to official email l bachir w M"
1521,I like how you referenced Medkour with M
1522,خط يدمر خط
1523,I guess we write directly إشعار بالإضراب
1524,"If you guys agree, I can write it"
1525,Yes I agree
1526,It will be as clear as يا فردية يا ترقبوا اي حاجة in a suitable language
1527,طبسي حامي يشلفط 😭
1528,"I'll prepare the paper by tomorrow, then the delegates or someone takes the responsibility of sending it to official sides: DOU, HE ministry, Bachir, and Mehalma 3 pages"
1529,"It will be official and clear enough, and then we can ngrfo بكل قانونية once we back"
1530,"Btw, I guess it will be إضراب مفتوح till it is individual again"
1531,"If you all agree, I'll write the paper and send it here to discuss it"
1532,Yes you can write it 😼
1533,i do agree
1534,I suggest that we talk to 2nd year also
1535,They know
1536,Cuz they’re in the same situation as we are
1537,But ig once the paper is ready we share it f <#1004388574319345785>
1538,I mean they send the same thing
1539,It’s better
1540,For the school lazem les délégues homa yebe3eto in an official way
1541,Mankounouch random
1542,Au moin délégue ta3na w délégues ta3 2eme
1543,But ma wellawch des delegates
1544,So we assign someone in both years
1545,Yeah I do agree To have a bigger number and since they are concerned too
1546,Well we take decisions and we inform them 😀
1547,Yes better than a khalouta
1548,Chghol the paper we discuss it here brk
1549,Mm ta3 maths
1550,Exactly
1551,"Wmba3ad once ready, we distribute it 3la all Mehlman 3 ppl"
1552,Haka we agree on it w nchofo chkon yeb3etha
1553,Ana nb3atha mn ba3d f servers nrml
1554,Mba3ad li 3ando contact ta3 ppl li lzm noslohom yb3at
1555,And I suggest les délégués ydiroha
1556,Yes sure
1557,Psq homa الممثل الرسمي
1558,Everything should be rasmi
1559,Haka ma3endhom maye7kmo 3lina
1560,خاطيك الشغل
1561,I'll write it perfectly
1562,W nebe3etolhom 3el bekri bach may9oloch matitonach we9t
1563,"Guys literally we have اليد العليا from the first they said that I9ama is prepared for 1000 student that doesn't mean that it has only 1000 room it also means that the capacity of ristau , sanitaires, study room and other things is for 1000 students how the hell you put 1700 student Une grève pour une demie journée hata teboun w yji ymedla machi ghir individual ymdlna ADL f sidi Abdellah"
1564,Problème kaynin les cité 9odamhom w ymedohom l ta3 bouzeri3a
1565,We have priority on them
1566,i have seen somewhere that their ex i9ama meddohom already .. so it is not temp for them to stay there?
1567,"indeed, plan t3 lpole five higher schools .. each with max of 1000 students .. with total capacity of around 5500 rooms f all i9amat"
1568,"For now, rana ga3din a l’aise f ddar 🥲"
1569,5 schools machi 6 ?
1570,Bsh binatna first year hado wjoh alnahss 💀
1571,Especially ta3 nano 😂
1572,"Smata jat m3ahoum, en plus ma ye3erfouch yehedrou 😭"
1573,W lesqa 😂
1574,9bal mayjiw la cité asslan ydirou fel machakel wyetdarbou m3a les autres
1575,W ythawcho 😀
1576,W 2006
1577,Iiih fakaretini bali ta3 2006 wja3ni galbi 😂😂
1578,They literally ythawcho khawti
1579,Wmba3ad ygoulou lba3dahom samhni 😭
1580,Wmba3ad lokhr ygolo smah 😭
1581,Really?
1582,Trop mignon 🥺
1583,If they are stupid enough we can ask them to go to the compus next week wydirou i7tijaj 3la individual rooms haka blama nata3ebou 7na
1584,Exactly 😭
1585,I was like yooooo
1586,"rani n imagini .. around 21st hkak troh tdi lkey t3 chambrtk again .. tht hwayjk denya hanya .. mb3d ydkhl 3lik rajel wwlido .. y9olek ""athalla fih"" 🥲"
1587,Reading this brought me memories of prison break
1588,W nta twli Kima T-BAG 💀😂
1589,a3odo billah 💀
1590,Also me: yntala Fina rabi lhaj
1591,https://tenor.com/view/shishiro-botan-throws-omaru-polka-push-off-cliff-yeets-gif-25058803
1592,also me:
1593,: l7aj khallini m9adrek
1594,yess
1595,later on guys => قوانين الغرفة 😶💀
1596,I agree
1597,tgoul attack 3ammek wlla matdkholch
1598,Op 3ammek*
1599,Hadik f chambrti
1600,chambret i7sas: review bomb all aot eps 0
1601,ديجا راهي تحكي معايا ام وحدة  زوج دقايق مانردش على الميساج تعيطلي  راني ندعي يحطو الجدد كامل في اقامة اخرى
1602,rule n:1 => mntla9awch fi 2 dakhl chambre ya ana ya nta .. lila tbat nta w lila ana
1603,"Sma7li khouya ana manl7agch l  niveau hada  7na nkhadmo b المصداقية , ida mli7a ngolo oui , otherwise no"
1604,Oumayma she will hunt u for the rest of the year
1605,These yearly strikes remind me of highschool 🥺✨
1606,That's why daroukem first priority
1607,Ntouma tani 😭
1608,Experts f tmermid 💀
1609,In three years i think i took part in atleast 5 strikes
1610,Bombastic side eye ta3 khayli >>>
1611,Lala yakho ta3 khayli kanet cute bsah ta3 الناظرة drama 🤣😭
1612,Macheftich najah tejri morana t9oulna ana bent lkouba balakou tkhltou fiya 😂😂
1613,Najah mrida wlh 😂 bsah l gosra m3aha >>>>
1614,سكنات عدل من 2006 وحنا نسناو ونطالبو
1615,Yesssssir <@877942175315398766> ana njib pnouat wnta jib nar xD
1616,Don't forget that you're an adult Wallah ghir khasna skona ngl xD
1617,🔴آخر الأخبار : الوزير صح جا للاسيتي، بصح وقيلا مافيهاش يفتحو 5 على خاطر ماراهيش واجدة خلاص لا من جهة الماتريال لا من جهة الخدامين ، و مستبعد توجد منا لل 23
1618,Strike
1619,W sol li l9awha wshnha ?
1620,Yelqaw solutions? Since when
1621,Ahh sorry 😂
1622,ايا مالا نبداو نضغطو
1623,منين عرفت ا يونس؟
1624,
1625,Aw nmr taeo liheb y3tlo
1626,Sa3id
1627,اه اوكي
1628,
1629,Bachir yaerf ghir ybl3et
1630,خصنا مالا الألفين لي بعثوهم للاكات يبعثوهم لبلاصة اخرى
1631,هاذيك هي ماشي الواجدة يديوها هوما وحنا يلوحونا كي السردين
1632,في الواقع ماعندهمش وين باسك لاسيتي تاع بني مسوس سكرت ضك وبداو الاشغال ونتاع بني مسوس راهم في ولاد فايت
1633,عندهم اولاد فايت راهم رمموها وراح تعاود تتحل
1634,بعثولها تاع بني مسوس
1635,وتاع بني مسوس راهي تخدم كيما نشوف في الباجة تاع ديوان الخدمات الجامعية الجزائر غرب
1636,ماكانوش طول يقولو بلي بني مسوس مسكرة كانت يقولو هاذو تاع اولاد فايت خاطر تاعهم لي مسكرة
1637,وخي كانو قالو بلي تاع ال 6 زعما راح يرحلوهم في لخر نشوف فيها ماصراتش
1638,يدبرو روسهم وين يحطوهم مش حاجتنا
1639,Yep that's it
1640,ما نخلص انا التأخر لي مدايرينو حاجتهم
1641,هوما وقراراتهم العشوائية كن عينهم مافتحوش ليزيكول الجدد هاذ العام
1642,حنا وعدونا يخلي الوعد تاعو
1643,اودي ولو علاه تجيب الادبيين لل 4 احشرهم وين حاب الله يسهل عليك
1644,المهم لخلات كامل ماتسلكها غير لاغراف
1645,Directeur te3 dorms ma3endo ma ydir 9olo you must contact big heads
1646,"la greve majibelnach 7e9na had l3am prs Ida fetna Ra7na, obligé nbatou tmak (w rah nkounou a deux) y9ouloulna asbro yedkhl budget w ndirou la cité"
1647,Nspamiw la page ta3 wazir melkhr
1648,انا مافهمتش 15 يوم ماتكفيهمش باه يجيبو سرة وطوابل يحطوهم في لاسيتي؟
1649,ويا العمال نص الشعب الجزائري راه بطال
1650,جماعة ديرولنا كاش هاشتاغ نطغاو بيه في لاباج تاع الوزير ونتاع الوزارة
1651,Only solution
1652,مشكل والله
1653,مافهمتش انا الادبيات هاذو لي راهم يتكاثر دورة ويعاودو سيتي من الزيرو
1654,ديرولنا هاشتاغ
1655,الغرفة الفردية حق لطلبة المدرسة العليا للذكاء الاصطناعي والرياضيات
1656,بانلي شوي غامل
1657,😂
1658,Bsh mkn ma dakhl l adabyat w m3lblish houma 9assouhom tem brk mshi houma bghaw m3alma
1659,Sema la faute mshi fihom
1660,حنا ماقلناش دخلهم
1661,نحكيو على سوء التسيير
1662,هوما طلبة كيفهم كيفنل وين يحطوهم يقعدو
1663,ايه ماناش عليهم هوما رانا على لي يبعث فيهم علاه يعني هوما ماديين 3 ديجا يزيدو يديو لاسيتي الرابعة وحنا حاشرينا كي السردين في سيتي وحدة
1664,I remembered  ki nta kont tchouf fih fi strike ta3 this year when kan ybl3tk 🤣🤣🤣
1665,(aka. u got trolled kids)
1666,"Our ybdlo ta3 6,1,2 They announced at first that it will be quick before taking them back to wlad fayt It's been 3 years"
1667,Win kayn blass 3mr
1668,Bayna
1669,Kayna
1670,Definitely
1671,ماشي على حسابنا
1672,"Yas7bi Ida kayn 0,001% chance they set back la bourse to normal  I won't be surprised if I saw them trying it"
1673,Ik ik What I mean is that we need to do anything now
1674,Tb9a making resto ready gas and material like this year it took more than 2 months  Putting doors for the rest of the rooms Paint since not all are ready   If they continue at this rate 5 won't be ready until 3 months at best  Haka it's gonna be too late
1675,Ih 3ndkom sah hna aha9 bsh la façon de parler t3 l adabyat mdoulhom w hna lala maysh jaya  U can ask for ur rights without this khtr mkn madkhlhom ka étudiantes
1676,دعاء اي هدرت مع التوفيق ضك
1677,وقاللها بلي الغرفة حتبقى فردية
1678,ونهار الاثنين الجاي يبان كلش
1679,Hmdlh ya rab
1680,هذي رسالة دعاء 😂
1681,Insha'allah it continues like this
1682,Jma3a hada win hdart m3a Toufik w haw wch Gali  1- mazel ma darouh directeur b sifa rasmia mais 90% rah ykoun hwa  2- la chambre individuelle mahich rah ttnaha psq lyoum ja lwazir w hdar m3ahm  3- rahm ysayou ydu l 4 bch ydirou fiha drain w 3 lol Bnat  4- lundi nchlh rah yban klch Sama galkm ma t9al9ouch rwahkm
1683,Yesapariw drari m3a lebnat?
1684,"مراسلتنا من قلب الحدث  Inchallah fiha khir mena 4 jours, sa7iti anfal"
1685,Thanksss
1686,نورمالمون
1687,Maejbtkch?
1688,Lala machi problem
1689,Chkoun bark irouh la 4
1690,M3a toufik directeur ta3 chkoun
1691,Drari
1692,Hayla vive l 4
1693,LWMOJI
1694,Bsh ndiw m3ana toufik directeur
1695,Hwa gal blk nahkm 3 w man3rf 💀
1696,هاي جات مراسلتنا من قلب الحدث 😂
1697,"Rak t3ref l politique ta3 dzaïr , drk homa y7kmhm toufik ,w7na lwlad yjibolna kach mra rahj"
1698,Wch kayen
1699,Diroulna summary
1700,الاثنين يبان كلش متقلقش روحك
1701,Best summary written
1702,خاوتي اكتشفت حاجة
1703,قسوم ما صرحش بلي الاقامة فردية
1704,خصنا تصريح بلي إقامة الذكاء الاصطناعي فردية خاوتي
1705,القالي حاجة رسمية فيها هاذ الكلمة الرحمة للوالدين، تصريح في اليوتيوب ولا في اي بلاصة
1706,<@700379394383937607> this is the summary
1707,حاجة اخرى، السيت تاع ليكول ماهوش يمشيلي، فيه بارتي تقول بلي الاقامة فردية، لي مشالو يكابتيؤيهالي بليز
1708,Error establishing a database connection
1709,It stopped working for me too
1710,No  Ig he said Cuz I remember when I chose it I had this information
1711,Exactly
1712,I didn't find it
1713,القاوهولي وابعثوهولي بليز، لاني مالقيتش اني نزيد نحوس على كل
1714,خصني حاجة رسمية وحدة تقول بلي فردية باه نحطها في بيان الاضراب
1715,
1716,البث المباشر كان هاذ النهار بعد يخي
1717,صحا
1718,مام هذا مافيهاش قالك مبدئيا ماكانش حاجة نسقمة تقول بلي الغرفة فردية هكذ
1719,من جهة كاينة فالسيت نتاع ليكول
1720,السيت راه حابس
1721,https://www.facebook.com/100086063318913/posts/270100085868767/?mibextid=rS40aB7S9Ucbxw6v
1722,ومن جهة مذكور فالمنشور الرئاسي بلي ظروف ايواء خاصة، تقدري تقولي بلي مدام طالبات الاداب عندهم نفس الظروف نتاعنا فالاقامة، فعلى الأقل الحاجة اللي تميزنا الاقامة الفردية
1723,
1724,هاذو زوج سرة ولا راني نخايل
1725,خاوتي قسوم قوة يا جدك ماصرحش كامل بالفردية
1726,وي راني شافي بلي مصرحش😂
1727,مالا حابة نقوللكم بلي ماكانش حاجة يستند عليها الإضراب وشكرن
1728,🥲
1729,لاكونش ماشي في الاقامة تاعنا والله اعلم خاطر الترقيم راه زي خلاف
1730,مالا خاوتي بغيت نقوللكم بلي قال الغرفة فردية في البداية
1731,شكرن عفون
1732,وي صح ماهيش نتاعنا
